历年春晚,#genre#	
人文社会,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_243_600_t10/c56_lb_243_600_t10.m3u8?key
三国鼎立,https://epg.112114.xyz/huya/11602077
三国演义,https://epg.112114.xyz/huya/11602081
丧尸鬼片恐怖惊悚,http://epg.112114.xyz/douyu/96577
上海影视,http://111.40.196.28/wh7f454c46tw1127318098_1235980081/PLTV/88888888/224/3221225615/index.m3u8
上海影视,http://58.34.204.67:9901/tsfile/live/1016_1.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
神hua,https://epg.112114.xyz/huya/11352913
神貂侠侣,https://epg.112114.xyz/huya/11352964
神乐影片2,http://epg.112114.xyz/douyu/85894
神探狄仁杰,https://epg.112114.xyz/huya/11352958
神医喜来乐,https://epg.112114.xyz/huya/11601978
沈腾,https://epg.112114.xyz/huya/11601968
生活大爆炸,https://epg.112114.xyz/huya/11342417
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/HasBahCa.m3u8
史诗级战zheng电影,https://epg.112114.xyz/huya/21059556
士兵突击,http://tx.flv.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.flv?wsSecret=c35ee2ffbce3046c8e49f60139979208&wsTime=61c072a8&uid=581998485&seqid=1640520616000.0&t=103&uuid=3032381390&ver=1&ctype=tars_mobile&sv=2110211124&ratio=2000
士兵突击,https://epg.112114.xyz/huya/11342430
四驱兄弟,https://epg.112114.xyz/huya/11352922
搜神传,https://epg.112114.xyz/huya/11342437
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?blog.ntnas.top
速看,https://epg.112114.xyz/huya/16868935
速看美剧,https://epg.112114.xyz/huya/17204307
隋唐英雄,https://epg.112114.xyz/huya/11352899
孙悟空,https://epg.112114.xyz/huya/11342395
太空混战,https://epg.112114.xyz/huya/21059579
特辑影院,http://epg.112114.xyz/douyu/3637778
天雷滚滚,https://epg.112114.xyz/huya/11352945
天龙八部,https://epg.112114.xyz/huya/11352912
天龙八部,https://epg.112114.xyz/huya/11602041
铁齿铜牙纪晓岚,https://epg.112114.xyz/huya/11342396
童年回忆,http://epg.112114.xyz/douyu/10395973
吐槽大会,https://epg.112114.xyz/huya/11342422
歪果仁的动作片子,https://epg.112114.xyz/huya/21059552
万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
网球王子,https://epg.112114.xyz/huya/11352882
文成公主进藏,https://epg.112114.xyz/huya/11352974
我是大哥大,https://epg.112114.xyz/huya/23652317
五福星,https://epg.112114.xyz/huya/11282233
武强影视,http://hbwq.chinashadt.com:2035/live/stream:wqys.stream/HasBahCa.m3u8
喜剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
喜剧合家欢,https://epg.112114.xyz/huya/11352877
喜剧专场,https://epg.112114.xyz/huya/11602044
小川电影解说,https://epg.112114.xyz/huya/15870999
小鲤鱼,https://epg.112114.xyz/huya/11601961
小品,https://epg.112114.xyz/huya/11352938
笑傲帮,https://epg.112114.xyz/huya/11352908
笑傲江湖 喜剧脱口秀,https://epg.112114.xyz/huya/11352937
笑傲江湖,http://epg.112114.xyz/huya/11352937
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
新三国,https://epg.112114.xyz/huya/11352944
新水浒,https://epg.112114.xyz/huya/11342384
新泰影视频道,http://111.17.214.4:1935/live/xtys/playlist.m3u8
新泰影视频道,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
新乌龙院之笑闹江湖,https://epg.112114.xyz/huya/15981239
兴隆影视,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
秀cai遇着兵,https://epg.112114.xyz/huya/11352871
徐克,https://epg.112114.xyz/huya/11352909
徐峥,https://epg.112114.xyz/huya/11602043
许冠英,http://epg.112114.xyz/huya/11601972
许氏三杰,https://epg.112114.xyz/huya/11602033
悬疑推理烧脑破案,https://epg.112114.xyz/huya/17445539
旋风球技,https://epg.112114.xyz/huya/11342400
炫舞未来,http://117.169.121.162:6610/PLTV/88888910/224/3221225707/index.m3u8
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
杨门女将电影系列,https://epg.112114.xyz/huya/11336590
杨幂扮演王昭君出塞,https://epg.112114.xyz/huya/11352910
医馆笑传,https://epg.112114.xyz/huya/11352891
倚天屠龙记,https://epg.112114.xyz/huya/11342403
异形世界,https://epg.112114.xyz/huya/21059577
影片欣赏,https://epg.112114.xyz/huya/20695907
影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
影院4k,http://epg.112114.xyz/douyu/9249162
硬汉的直播间,https://epg.112114.xyz/huya/24614407
雍正王朝,https://epg.112114.xyz/huya/11342439
勇敢的心,https://epg.112114.xyz/huya/11602037
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
张卫健,https://epg.112114.xyz/huya/11342423
长沙影视,https://hls.quklive.com/live/1551749282880742/index.m3u8
浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江影视,https://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
甄嬛传,https://epg.112114.xyz/huya/11601971
甄子丹,https://epg.112114.xyz/huya/11352935
镇海先锋影视,http://pluslive.zhxww.net/channel2/sd/live.m3u8
止戈电影,https://epg.112114.xyz/huya/19863777
中国功夫,http://117.169.121.162:6610/PLTV/88888910/224/3221225660/index.m3u8
中国功夫,https://epg.112114.xyz/huya/11352941
中国西部刑侦大案纪实,https://epg.112114.xyz/huya/11601972
中国最后一个太监,https://epg.112114.xyz/huya/16604522
中华小当家,https://epg.112114.xyz/huya/11342413
周末影院,http://epg.112114.xyz/douyu/3637765
周润发,https://epg.112114.xyz/huya/11342387
周星驰,https://epg.112114.xyz/huya/11342412
周星驰,https://epg.112114.xyz/huya/21136378
朱雀青龙,https://epg.112114.xyz/huya/11352905
捉妖记,https://epg.112114.xyz/huya/11342414
最佳搭档,https://epg.112114.xyz/huya/11342397
24H欢乐不断,http://epg.112114.xyz/douyu/131977
24H欢乐不断,http://epg.112114.xyz/douyu/7298973
60帧极致蓝光,http://epg.112114.xyz/douyu/747764
6分钟看惊悚恐怖片,https://epg.112114.xyz/huya/15494057
7分钟看完科幻,https://epg.112114.xyz/huya/17105786
CCTV放映室,http://epg.112114.xyz/douyu/10011042

NewTV,#genre#	
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV搏击运动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NewTV超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV欢乐剧场,http://39.135.135.81:80/wh7f454c46tw1744894462_1818032107/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8?icpid=88888888&RTS=1554599517&from=1&hms_devid=690
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
NewTV精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NewTV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
NewTV明星大片,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8

埋堆堆,#genre#	
埋堆堆2,https://epg.112114.xyz/huya/23728660
埋堆堆3,https://epg.112114.xyz/huya/23749068
埋堆堆4,https://epg.112114.xyz/huya/23903123
埋堆堆5,https://epg.112114.xyz/huya/23728674
埋堆堆6,https://epg.112114.xyz/huya/23735181
埋堆堆7,https://epg.112114.xyz/huya/23865080
埋堆堆8,https://epg.112114.xyz/huya/23829543
埋堆堆9,https://epg.112114.xyz/huya/23734256
埋堆堆10,https://epg.112114.xyz/huya/23749083
埋堆堆11,https://epg.112114.xyz/huya/23860039
埋堆堆12,https://epg.112114.xyz/huya/23863778
埋堆堆13,https://epg.112114.xyz/huya/23863818
埋堆堆14,https://epg.112114.xyz/huya/23903183
埋堆堆15,https://epg.112114.xyz/huya/23863787
埋堆堆16,https://epg.112114.xyz/huya/23903130
埋堆堆17,https://epg.112114.xyz/huya/23734169
埋堆堆18,https://epg.112114.xyz/huya/23865142
埋堆堆19,https://epg.112114.xyz/huya/23903196
埋堆堆20,https://epg.112114.xyz/huya/23865179
埋堆堆21,https://epg.112114.xyz/huya/23865171
埋堆堆22,https://epg.112114.xyz/huya/23864973
埋堆堆23,https://epg.112114.xyz/huya/23863804
埋堆堆24,https://epg.112114.xyz/huya/23865161
埋堆堆25,https://epg.112114.xyz/huya/23734176
难兄难弟,https://epg.112114.xyz/huya/23829447
乾隆大帝,https://epg.112114.xyz/huya/23860049
神雕侠侣,https://epg.112114.xyz/huya/23863796
食为奴,https://epg.112114.xyz/huya/23865058
西游记,https://epg.112114.xyz/huya/23734246
西游记,https://epg.112114.xyz/huya/23865036
杨家将,https://epg.112114.xyz/huya/23865164
状王宋世杰,https://epg.112114.xyz/huya/23734183
状王宋世杰,https://epg.112114.xyz/huya/23735153
楚汉骄雄,https://epg.112114.xyz/huya/23740156
僵尸,https://epg.112114.xyz/huya/23865152
降魔的,https://epg.112114.xyz/huya/23734211
斗鱼,#genre#	

【RM-点播】点播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
【RM-轮播】轮播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/7298973
【动画电影】童年回忆,http://epg.112114.xyz/douyu/10395973
【动漫】24小时不间断动漫专场,http://epg.112114.xyz/douyu/7493575
【三笠】根本不存在解不开的迷！,http://epg.112114.xyz/douyu/7050342
【西游】由爱故生怨，怨恨交缠，那又何苦,http://epg.112114.xyz/douyu/9518204
【星星动画】童年热血搞笑爱情,http://epg.112114.xyz/douyu/4369939
【追忆】国语超清动画电影,http://epg.112114.xyz/douyu/6449849
24h恐喜科灾,http://epg.112114.xyz/douyu/3346305
90年代,http://epg.112114.xyz/douyu/10062652
Firend黎伽嘛,http://epg.112114.xyz/douyu/8603174
Liz陪看,http://epg.112114.xyz/douyu/7254536
阿亦影院,http://epg.112114.xyz/douyu/8271651
爱情公寓,http://epg.112114.xyz/douyu/6863367
爱情公寓,http://epg.112114.xyz/douyu/7256376
爱自然,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8?blog.ntnas.top
拌果条,http://epg.112114.xyz/douyu/8168353
邦德,http://epg.112114.xyz/douyu/9292499
邦德影院,http://maomao.kandiantv.cn/douyu1.php?id=9292499
宝可梦加油。感谢大家。,http://epg.112114.xyz/douyu/9765742
爆笑解说,http://maomao.kandiantv.cn/douyu1.php?id=2660125
爆笑解说,http://maomao.kandiantv.cn/douyu1.php?id=8317926
贝贝影院,http://maomao.kandiantv.cn/douyu1.php?id=431460
贝爷求生,http://maomao.kandiantv.cn/douyu1.php?id=454867
贝爷影厅2,http://maomao.kandiantv.cn/douyu1.php?id=36337
贝爷影院,http://maomao.kandiantv.cn/douyu1.php?id=252802
避风港影院,http://epg.112114.xyz/douyu/9826611
避风港影院,http://maomao.kandiantv.cn/douyu1.php?id=9826611
表妹影院,http://maomao.kandiantv.cn/douyu1.php?id=5423
冰冰经典电影,http://epg.112114.xyz/douyu/74374
冰冰经典电影,http://maomao.kandiantv.cn/douyu1.php?id=74374
博然q,http://epg.112114.xyz/douyu/456761
不一样的电影,http://maomao.kandiantv.cn/douyu1.php?id=2632223
